Country,Sector,Indicator,Year,Value
Brazil,Agriculture,Export Value,2019,4150.17
Brazil,Agriculture,Export Value,2020,6643.2
Brazil,Agriculture,Export Value,2021,1944.12
Brazil,Agriculture,Export Value,2022,1939.22
Brazil,Agriculture,Export Value,2023,5610.23
Brazil,Agriculture,Import Value,2015,1385.92
Brazil,Agriculture,Import Value,2016,7091.81
Brazil,Agriculture,Import Value,2017,2415.04
Brazil,Agriculture,Import Value,2018,8553.65
Brazil,Agriculture,Import Value ,2019,4088.84
Brazil,Agriculture,Import Value,2020,7972.54
Brazil,Agriculture,Import Value,2021,5952.94
Brazil,Agriculture,Import Value,2022,3971.2
Brazil,Agriculture,Import Value,2023,7998.9
Brazil,Manufacturing,GDP,2015,7384.22
Brazil,Manufacturing,GDP,2016,
Brazil,Manufacturing,GDP,2017,4988.36
Brazil,Manufacturing,GDP,2018,2897.5
Brazil,Manufacturing,GDP,2019,2633.94
Brazil,Manufacturing,GDP,2020,
Brazil,Manufacturing,GDP,2021,9364.12
Brazil,Manufacturing,GDP,2022,580.32
Brazil,Manufacturing,GDP,2023,9949.85
Brazil,Manufacturing,Inflation,2015,7.29
Brazil,Manufacturing,Inflation,2016,5.61
Brazil,Manufacturing,Inflation,2017,4.58
Brazil,Manufacturing,Inflation,2018,11.32
Brazil,Manufacturing,Inflation,2019,14.36
Brazil,Manufacturing,Inflation,2020,3.63
Brazil,Manufacturing,Inflation,2021,7.39
Brazil,Manufacturing,Inflation,2022,13.35
Brazil,Manufacturing,Inflation,2023,10.88
Brazil,Manufacturing,Unemployment,2015,4881.87
Brazil,Manufacturing,Unemployment,2016,1057.6
Brazil,Manufacturing,Unemployment,2017,7306.11
Brazil,Manufacturing,Unemployment,2018,292.02
Brazil,Manufacturing,Unemployment,2019,6961.77
Brazil,Manufacturing,Unemployment,2020,6418.75
Brazil,Manufacturing,Unemployment,2021,6518.08
Brazil,Manufacturing,Unemployment,2022,745.7
Brazil,Manufacturing,Unemployment,2023,3939.59
Brazil,Manufacturing,Export Value,2015,2507.93
Brazil,Manufacturing,Export Value,2016,3252.61
Brazil,Manufacturing,Export Value,2017,8294.5
Brazil,Manufacturing,Export Value,2018,370.18
Brazil,Manufacturing,Export Value,2019,1128.11
Brazil,Manufacturing,Export Value,2020,111.9
Brazil,Manufacturing,Export Value,2021,2845.41
Brazil,Manufacturing,Export Value,2022,5317.13
Brazil,Manufacturing,Export Value,2023,9916.13
Brazil,Manufacturing,Import Value,2015,3296.41
Brazil,Manufacturing,Import Value,2016,3304.72
Brazil,Manufacturing,Import Value,2017,4743.77
Brazil,Manufacturing,Import Value,2018,1624.93
Brazil,Manufacturing,Import Value,2019,5799.41
Brazil,Manufacturing,Import Value,2020,2904.74
Brazil,Manufacturing,Import Value,2021,9826.47
Brazil,Manufacturing,Import Value,2022,5214.66
Brazil,Manufacturing,Import Value,2023,408.94
Brazil,Services,GDP,2015,8672.01
Brazil,Services,GDP,2016,3493.78
Brazil,Services,GDP,2017,1385.66
Brazil,Services,GDP,2018,1457.27
Brazil,Services,GDP,2019,3447.48
Brazil,Services,GDP,2020,9449.07
Brazil,Services,GDP,2021,
Brazil,Services,GDP,2022,1048.04
Brazil,Services,GDP,2023,9477.18
Brazil,Services,Inflation,2015,9.07
Brazil,Services,Inflation,2016,12.47
Brazil,Services,Inflation,2017,5.46
Brazil,Services,Inflation,2018,14.91
Brazil,Services,Inflation,2019,0.51
Brazil,Services,Inflation,2020,6.18
Brazil,Services,Inflation,2021,1.83
Brazil,Services,Inflation,2022,3.92
Brazil,Services,Inflation,2023,2.57
Brazil,Services,Unemployment,2015,7853.01
Brazil,Services,Unemployment,2016,4527.77
Brazil,Services,Unemployment,2017,
Brazil,Services,Unemployment,2018,9760.71
Brazil,Services,Unemployment,2019,2803.21
Brazil,Services,Unemployment,2020,
Brazil,Services,Unemployment,2021,9553.84
Brazil,Services,Unemployment,2022,9739.76
Brazil,Services,Unemployment,2023,2990.63
Brazil,Services,Export Value,2015,
Brazil,Services,Export Value,2016,8298.56
Brazil,Services,Export Value,2017,6888.98
Brazil,Services,Export Value,2018,7614.84
Brazil,Services,Export Value,2019,7617.12
Brazil,Services,Export Value,2020,7732.5
Brazil,Services,Export Value,2021,9075.24
Brazil,Services,Export Value,2022,3851.89
Brazil,Services,Export Value,2023,9660.99
Brazil,Services,Import Value,2015,9204.29
Brazil,Services,Import Value,2016,4604.86
Brazil,Services,Import Value,2017,8242.45
Brazil,Services,Import Value,2018,580.94
Brazil,Services,Import Value,2019,6722.42
Brazil,Services,Import Value,2020,9596.73
Brazil,Services,Import Value,2021,5428.57
Brazil,Services,Import Value,2022,5073.83
Brazil,Services,Import Value,2023,4419.08
Brazil,Technology,GDP,2015,2799.51
Brazil,Technology,GDP,2016,9146.21
Brazil,Technology,GDP,2017,4716.01
Brazil,Technology,GDP,2018,5402.64
Brazil,Technology,GDP,2019,6036.78
Brazil,Technology,GDP,2020,3801.69
Brazil,Technology,GDP,2021,5881.31
Brazil,technology,GDP,2022,2522.68
Brazil,Technology,GDP,2023,6276.48
Brazil,Technology,Inflation,2015,2.23
Brazil,Technology,Inflation ,2016,3.26
Brazil,Technology,Inflation,2017,6.05
Brazil,technology,Inflation,2018,11.3
Brazil,Technology,Inflation,2019,0.8
Brazil,Technology,Inflation,2020,14.51
Brazil,Technology,Inflation,2021,6.65
Brazil,Technology,Inflation,2022,7.51
Brazil,Technology,Inflation,2023,12.23
Brazil,Technology,Unemployment,2015,766.08
Brazil,Technology,Unemployment,2016,2558.08
Brazil,Technology,Unemployment,2017,1127.09
Brazil,Technology,Unemployment,2018,6631.65
Brazil,Technology,Unemployment,2019,6093.1
Brazil,Technology,Unemployment,2020,2184.72
Brazil,technology,Unemployment,2021,2449.66
Brazil,Technology,Unemployment,2022,7403.25
Brazil,Technology,Unemployment,2023,2331.19
Brazil,Technology,Export Value,2015,8437.11
Brazil,Technology,Export Value,2016,464.45
Brazil,Technology,Export Value,2017,
Brazil,Technology,Export Value,2018,3288.15
Brazil,Technology,Export Value,2019,947.19
Brazil,Technology,Export Value,2020,6458.9
Brazil,Technology,Export Value,2021,897.05
Brazil,Technology,Export Value ,2022,2852.73
Brazil,Technology,Export Value,2023,4168.01
Brazil,Technology,Import Value,2015,2242.36
Brazil,Technology,Import Value,2016,9311.74
Brazil,Technology,Import Value,2017,5951.24
Brazil,Technology,Import Value,2018,2223.68
Brazil,Technology,Import Value,2019,7259.07
Brazil,Technology,Import Value,2020,685.18
Brazil,Technology,Import Value,2021,5078.62
Brazil,Technology,Import Value,2022,9922.99
Brazil,Technology,Import Value,2023,8125.14
Brazil,Energy,GDP,2015,
Brazil,Energy,GDP,2016,4025.28
Brazil,Energy,GDP,2017,8877.77
Brazil,Energy,GDP,2018,7142.95
Brazil,Energy,GDP,2019,6496.38
Brazil,Energy,GDP,2020,473.71
Brazil,Energy,GDP,2021,2190.66
Brazil,Energy,GDP,2022,3884.45
Brazil,Energy,GDP,2023,971.79
Brazil,Energy,Inflation,2015,9.46
Brazil,Energy,Inflation,2016,1.07
Brazil,Energy,Inflation,2017,7.29
Brazil,Energy,Inflation,2018,3.71
Brazil,Energy,Inflation,2019,12.43
Brazil,Energy,Inflation,2020,13.27
Brazil,Energy,Inflation,2021,5.79
Brazil,Energy,Inflation ,2022,11.23
Brazil,Energy,Inflation,2023,9.77
Brazil,Energy,Unemployment,2015,7722.12
Brazil,Energy,Unemployment,2016,6879.45
Brazil,Energy,Unemployment ,2017,2067.28
Brazil,Energy,Unemployment,2018,5992.86
Brazil,Energy,Unemployment,2019,8375.68
Brazil,Energy,Unemployment,2020,6667.66
Brazil,Energy,Unemployment,2021,9777.22
Brazil,Energy,Unemployment,2022,7303.58
Brazil,Energy,Unemployment,2023,3022.46
Brazil,Energy,Export Value,2015,5816.67
Brazil,Energy,Export Value,2016,6892.1
Brazil,Energy,Export Value,2017,9212.15
Brazil,Energy,Export Value,2018,
Brazil,energy,Export Value,2019,2373.72
Brazil,Energy,Export Value,2020,
Brazil,Energy,Export Value,2021,9878.59
Brazil,Energy,Export Value,2022,9719.48
Brazil,Energy,Export Value,2023,2101.39
Brazil,Energy,Import Value,2015,4201.63
Brazil,Energy,Import Value,2016,399.71
Brazil,Energy,Import Value,2017,737.42
Brazil,Energy,Import Value,2018,6127.65
Brazil,Energy,Import Value,2019,6906.48
Brazil,Energy,Import Value,2020,9494.55
Brazil,Energy,Import Value,2021,
Brazil,Energy,Import Value,2022,5145.97
Brazil,Energy,Import Value,2023,
Australia,Agriculture,GDP,2015,9055.34
Australia,Agriculture,GDP,2016,9666.07
Australia,Agriculture,GDP,2017,4606.97
Australia,Agriculture,GDP,2018,9228.97
Australia,Agriculture,GDP,2019,4429.54
Australia,Agriculture,GDP,2020,560.29
Australia,agriculture,GDP,2021,6206.1
Australia,Agriculture,GDP,2022,6100.37
Australia,Agriculture,GDP,2023,4099.9
Australia,Agriculture,Inflation,2015,14.64
Australia,Agriculture,Inflation,2016,3.7
Australia,Agriculture,Inflation,2017,0.89
Australia,Agriculture,Inflation,2018,1.59
Australia,Agriculture,Inflation,2019,6.16
Australia,Agriculture,Inflation,2020,5.45
Australia,Agriculture,Inflation,2021,14.49
Australia,Agriculture,Inflation,2022,8.08
Australia,Agriculture,Inflation,2023,10.21
Australia,Agriculture,Unemployment,2015,9033.77
Australia,Agriculture,Unemployment,2016,4283.77
Australia,Agriculture,Unemployment,2017,5154.89
Australia,Agriculture,Unemployment,2018,4817.21
Australia,Agriculture,Unemployment,2019,9727.48
Australia,Agriculture,Unemployment,2020,1559.56
Australia,Agriculture,Unemployment,2021,5202.45
Australia,Agriculture,Unemployment,2022,5483.25
Australia,Agriculture,Unemployment,2023,8267.78
Australia,Agriculture,Export Value,2015,8679.4
Australia,Agriculture,Export Value,2016,7451.66
Australia,Agriculture,Export Value,2017,8308.98
Australia,Agriculture,Export Value,2018,4333.02
Australia,Agriculture,Export Value,2019,7463.55
Australia,Agriculture,Export Value,2020,1186.31
Australia,Agriculture,Export Value,2021,7676.87
Australia,Agriculture,Export Value,2022,8204.57
Australia,Agriculture,Export Value,2023,9911.17
Australia,Agriculture,Import Value,2015,3503.59
Australia,agriculture,Import Value,2016,4123.63
Australia,Agriculture,Import Value ,2017,6319.79
Australia,agriculture,Import Value,2018,8638.12
Australia,Agriculture,Import Value,2019,517.48
Australia,Agriculture,Import Value,2020,7370.86
Australia,Agriculture,Import Value,2021,8353.78
Australia,Agriculture,Import Value,2022,6045.38
Australia,Agriculture,Import Value,2023,3724.06
Australia,Manufacturing,GDP,2015,5066.51
Australia,Manufacturing,GDP,2016,7518.09
Australia,Manufacturing,GDP,2017,810.23
Australia,Manufacturing,GDP,2018,677.86
Australia,Manufacturing,GDP,2019,9679.12
Australia,Manufacturing,GDP,2020,4050.84
Australia,Manufacturing,GDP,2021,8238.86
Australia,Manufacturing,GDP,2022,1025.78
Australia,Manufacturing,GDP,2023,8378.37
Australia,Manufacturing,Inflation,2015,
Australia,Manufacturing,Inflation,2016,4.88
Australia,Manufacturing,Inflation,2017,10.29
Australia,Manufacturing,Inflation,2018,0.73
Australia,Manufacturing,Inflation ,2019,2.53
Australia,Manufacturing,Inflation,2020,1.81
Australia,Manufacturing,Inflation,2021,7.8
Australia,Manufacturing,Inflation,2022,10.8
Australia,Manufacturing,Inflation,2023,0.84
Australia,Manufacturing,Unemployment ,2015,2888.98
Australia,Manufacturing,Unemployment,2016,6171.77
Australia,Manufacturing,Unemployment,2017,4975.38
Australia,manufacturing,Unemployment,2018,4683.57
Australia,Manufacturing,Unemployment,2019,9158.46
Australia,Manufacturing,Unemployment,2020,642.97
Australia,Manufacturing,Unemployment,2021,2613.61
Australia,Manufacturing,Unemployment,2022,3291.52
Australia,Manufacturing,Unemployment,2023,5724.31
Australia,Manufacturing,Export Value,2015,5966.0
Australia,Manufacturing,Export Value,2016,1466.78
Australia,Manufacturing,Export Value,2017,937.78
Australia,Manufacturing,Export Value,2018,3660.5
Australia,Manufacturing,Export Value,2019,1431.13
Australia,Manufacturing,Export Value,2020,2338.4
Australia,Manufacturing,Export Value,2021,9824.98
Australia,Manufacturing,Export Value,2022,9989.51
Australia,Manufacturing,Export Value,2023,7668.65
Australia,Manufacturing,Import Value,2015,2790.53
Australia,Manufacturing,Import Value,2016,8411.38
Australia,Manufacturing,Import Value,2017,2040.36
Australia,Manufacturing,Import Value,2018,5141.42
Australia,Manufacturing,Import Value,2019,5559.2
Australia,Manufacturing,Import Value,2020,9911.75
Australia,Manufacturing,Import Value,2021,343.54
Australia,Manufacturing,Import Value,2022,1122.28
Australia,Manufacturing,Import Value ,2023,5919.21
Australia,Services,GDP,2015,163.16
Australia,Services,GDP,2016,3017.28
Australia,Services,GDP,2017,5697.46
Australia,Services,GDP,2018,4294.76
Australia,Services,GDP,2019,6428.58
Australia,Services,GDP,2020,
Australia,Services,GDP,2021,360.92
Australia,Services,GDP,2022,9403.56
Australia,Services,GDP,2023,4066.41
Australia,Services,Inflation,2015,4.8
Australia,Services,Inflation,2016,10.2
Australia,Services,Inflation,2017,
Australia,Services,Inflation,2018,7.93
Australia,Services,Inflation,2019,13.09
Australia,Services,Inflation,2020,1.15
Australia,Services,Inflation,2021,2.85
Australia,services,Inflation,2022,14.65
Australia,Services,Inflation,2023,12.88
Australia,Services,Unemployment,2015,4097.71
Australia,Services,Unemployment,2016,4543.97
Australia,Services,Unemployment ,2017,7582.55
Australia,Services,Unemployment,2018,9145.14
Australia,Services,Unemployment,2019,3899.71
Australia,Services,Unemployment,2020,8724.3
Australia,Services,Unemployment,2021,2074.28
Australia,Services,Unemployment,2022,2169.27
Australia,Services,Unemployment,2023,9732.03
Australia,Services,Export Value,2015,513.07
Australia,Services,Export Value,2016,4533.84
Australia,Services,Export Value,2017,655.13
Australia,Services,Export Value,2018,446.52
Australia,Services,Export Value,2019,1068.25
Australia,Services,Export Value,2020,6521.1
Australia,Services,Export Value,2021,5732.0
Australia,Services,Export Value,2022,7543.0
Australia,Services,Export Value,2023,747.26
Australia,Services,Import Value,2015,9339.22
Australia,Services,Import Value,2016,5512.85
Australia,Services,Import Value,2017,7243.85
Australia,Services,Import Value,2018,3551.33
Australia,Services,Import Value,2019,6393.64
Australia,Services,Import Value,2020,1042.65
Australia,Services,Import Value,2021,1303.48
Australia,Services,Import Value,2022,
Australia,Services,Import Value,2023,3900.81
Australia,Technology,GDP,2015,283.04
Australia,Technology,GDP,2016,7051.72
Australia,Technology,GDP,2017,479.14
Australia,Technology,GDP,2018,2769.81
Australia,Technology,GDP,2019,8777.76
Australia,Technology,GDP,2020,9660.21
Australia,Technology,GDP ,2021,1478.69
Australia,Technology,GDP,2022,260.96
Australia,Technology,GDP,2023,5551.38
Australia,Technology,Inflation ,2015,5.93
Australia,Technology,Inflation,2016,1.67
Australia,Technology,Inflation,2017,8.77
Australia,Technology,Inflation,2018,13.93
Australia,Technology,Inflation,2019,10.23
Australia,Technology,Inflation,2020,10.65
Australia,Technology,Inflation,2021,1.13
Australia,Technology,Inflation,2022,6.66
Australia,Technology,Inflation,2023,8.1
Australia,Technology,Unemployment,2015,4733.96
Australia,Technology,Unemployment,2016,4718.86
Australia,Technology,Unemployment,2017,6461.11
Australia,Technology,Unemployment,2018,2868.52
Australia,Technology,Unemployment,2019,8452.56
Australia,Technology,Unemployment,2020,3801.34
Australia,Technology,Unemployment,2021,4575.5
Australia,Technology,Unemployment,2022,857.17
Australia,Technology,Unemployment,2023,1029.29
Australia,Technology,Export Value,2015,5815.31
Australia,Technology,Export Value,2016,2870.44
Australia,Technology,Export Value ,2017,8857.64
Australia,Technology,Export Value,2018,329.28
Australia,Technology,Export Value,2019,5689.23
Australia,Technology,Export Value,2020,5215.2
Australia,Technology,Export Value ,2021,4157.46
Australia,Technology,Export Value,2022,1451.9
Australia,Technology,Export Value,2023,4750.09
Australia,Technology,Import Value,2015,6180.57
Australia,Technology,Import Value,2016,3757.09
Australia,Technology,Import Value,2017,903.27
Australia,Technology,Import Value,2018,8301.6
Australia,Technology,Import Value,2019,3785.13
Australia,Technology,Import Value,2020,3202.21
Australia,Technology,Import Value,2021,5081.8
Australia,Technology,Import Value,2022,3086.93
Australia,Technology,Import Value,2023,9220.75
Australia,energy,GDP,2015,4078.86
Australia,energy,GDP,2016,
Australia,Energy,GDP,2017,
Australia,Energy,GDP,2018,5833.83
Australia,Energy,GDP,2019,4815.92
Australia,Energy,GDP,2020,665.09
Australia,energy,GDP,2021,5345.78
Australia,Energy,GDP,2022,4609.82
Australia,Energy,GDP,2023,3230.79
Australia,Energy,Inflation,2015,1.69
Australia,Energy,Inflation,2016,10.74
Australia,Energy,Inflation,2017,5.05
Australia,Energy,Inflation,2018,6.97
Australia,Energy,Inflation,2019,8.45
Australia,Energy,Inflation,2020,6.93
Australia,Energy,Inflation,2021,5.63
Australia,Energy,Inflation,2022,6.79
Australia,Energy,Inflation,2023,11.77
Australia,Energy,Unemployment,2015,7893.13
Australia,Energy,Unemployment,2016,7940.57
Australia,Energy,Unemployment,2017,491.91
Australia,Energy,Unemployment ,2018,7639.95
Australia,Energy,Unemployment,2019,3311.84
Australia,Energy,Unemployment,2020,3646.93
Australia,Energy,Unemployment,2021,2367.91
Australia,Energy,Unemployment,2022,2978.09
Australia,energy,Unemployment,2023,1932.74
Australia,Energy,Export Value,2015,2891.17
Australia,Energy,Export Value,2016,1519.89
Australia,Energy,Export Value,2017,9196.52
Australia,Energy,Export Value,2018,9446.36
Australia,Energy,Export Value,2019,2971.78
Australia,Energy,Export Value,2020,4051.16
Australia,Energy,Export Value,2021,2030.36
Australia,Energy,Export Value,2022,6808.42
Australia,Energy,Export Value,2023,3421.34
Australia,Energy,Import Value,2015,9575.52
Australia,Energy,Import Value,2016,9553.86
Australia,Energy,Import Value,2017,7940.95
Australia,Energy,Import Value,2018,9190.5
Australia,Energy,Import Value,2019,3905.56
Australia,Energy,Import Value,2020,384.87
Australia,Energy,Import Value,2021,8976.08
Australia,Energy,Import Value,2022,101.36
Australia,Energy,Import Value,2023,864.19
Japan,Agriculture,GDP,2015,
Japan,Agriculture,GDP,2016,8638.2
Japan,Agriculture,GDP,2017,9577.08
Japan,Agriculture,GDP,2018,4391.19
Japan,Agriculture,GDP,2019,1533.31
Japan,agriculture,GDP,2020,4870.58
Japan,agriculture,GDP,2021,5969.47
Japan,Agriculture,GDP,2022,6661.99
Japan,Agriculture,GDP,2023,2656.16
Japan,Agriculture,Inflation,2015,9.17
Japan,Agriculture,Inflation,2016,9.47
Japan,Agriculture,Inflation,2017,8.09
Japan,Agriculture,Inflation,2018,13.96
Japan,Agriculture,Inflation,2019,2.51
Japan,Agriculture,Inflation,2020,11.09
Japan,Agriculture,Inflation,2021,2.04
Japan,Agriculture,Inflation,2022,9.28
Japan,Agriculture,Inflation,2023,13.46
Japan,agriculture,Unemployment,2015,3219.97
Japan,Agriculture,Unemployment,2016,
Japan,Agriculture,Unemployment,2017,1021.3
Japan,Agriculture,Unemployment,2018,6537.82
Japan,Agriculture,Unemployment,2019,3800.81
Japan,Agriculture,Unemployment,2020,794.96
Japan,Agriculture,Unemployment,2021,7436.27
Japan,Agriculture,Unemployment,2022,1452.96
Japan,Agriculture,Unemployment,2023,6465.28
Japan,Agriculture,Export Value,2015,1745.48
Japan,Agriculture,Export Value,2016,9681.15
Japan,Agriculture,Export Value,2017,6401.04
Japan,Agriculture,Export Value,2018,9571.04
Japan,Agriculture,Export Value ,2019,1398.04
Japan,Agriculture,Export Value,2020,
Japan,Agriculture,Export Value,2021,8621.89
Japan,Agriculture,Export Value,2022,9905.19
Japan,Agriculture,Export Value,2023,5446.91
Japan,Agriculture,Import Value,2015,3579.45
Japan,Agriculture,Import Value,2016,9841.67
Japan,Agriculture,Import Value,2017,6746.12
Japan,Agriculture,Import Value,2018,2691.98
Japan,Agriculture,Import Value,2019,4846.37
Japan,Agriculture,Import Value,2020,6509.91
Japan,Agriculture,Import Value,2021,713.32
Japan,Agriculture,Import Value,2022,2406.46
Japan,Agriculture,Import Value,2023,2797.98
Japan,Manufacturing,GDP,2015,1435.34
Japan,Manufacturing,GDP,2016,1468.89
Japan,Manufacturing,GDP,2017,8869.3
Japan,Manufacturing,GDP,2018,9193.87
Japan,Manufacturing,GDP,2019,482.89
Japan,Manufacturing,GDP,2020,1334.21
Japan,Manufacturing,GDP,2021,6861.57
Japan,Manufacturing,GDP,2022,2602.72
Japan,Manufacturing,GDP,2023,9572.18
Japan,Manufacturing,Inflation,2015,4.18
Japan,Manufacturing,Inflation,2016,12.25
Japan,Manufacturing,Inflation,2017,6.77
Japan,Manufacturing,Inflation,2018,0.56
Japan,Manufacturing,Inflation,2019,12.89
Japan,Manufacturing,Inflation,2020,1.02
Japan,manufacturing,Inflation,2021,12.05
Japan,Manufacturing,Inflation,2022,14.56
Japan,Manufacturing,Inflation,2023,0.86
Japan,Manufacturing,Unemployment,2015,9969.4
Japan,Manufacturing,Unemployment,2016,6654.22
Japan,Manufacturing,Unemployment,2017,3814.59
Japan,Manufacturing,Unemployment,2018,7620.57
Japan,Manufacturing,Unemployment,2019,3458.34
Japan,Manufacturing,Unemployment,2020,5689.65
Japan,Manufacturing,Unemployment,2021,8839.25
Japan,Manufacturing,Unemployment,2022,3265.25
Japan,Manufacturing,Unemployment,2023,6444.59
Japan,Manufacturing,Export Value,2015,1146.8
Japan,Manufacturing,Export Value,2016,2732.99
Japan,Manufacturing,Export Value,2017,5805.83
Japan,Manufacturing,Export Value,2018,246.22
Japan,Manufacturing,Export Value,2019,2518.4
Japan,Manufacturing,Export Value,2020,7464.83
Japan,Manufacturing,Export Value,2021,2830.35
Japan,Manufacturing,Export Value,2022,7315.39
Japan,Manufacturing,Export Value,2023,1067.06
Japan,Manufacturing,Import Value,2015,587.89
Japan,Manufacturing,Import Value,2016,
Japan,Manufacturing,Import Value,2017,4013.62
Japan,Manufacturing,Import Value ,2018,
Japan,Manufacturing,Import Value,2019,5671.21
Japan,Manufacturing,Import Value,2020,102.82
Japan,Manufacturing,Import Value,2021,3316.97
Japan,Manufacturing,Import Value,2022,484.26
Japan,manufacturing,Import Value,2023,1317.13
Japan,Services,GDP,2015,6697.9
Japan,Services,GDP,2016,2895.79
Japan,Services,GDP,2017,9629.4
Japan,services,GDP,2018,7774.9
Japan,Services,GDP,2019,1677.68
Japan,Services,GDP,2020,6276.78
Japan,Services,GDP,2021,2289.76
Japan,Services,GDP,2022,8778.05
Japan,Services,GDP,2023,6938.64
Japan,Services,Inflation,2015,10.8
Japan,Services,Inflation,2016,13.04
Japan,Services,Inflation,2017,14.01
Japan,Services,Inflation,2018,4.46
Japan,Services,Inflation,2019,8.39
Japan,Services,Inflation,2020,5.17
Japan,Services,Inflation,2021,4.2
Japan,Services,Inflation,2022,1.93
Japan,Services,Inflation,2023,11.07
Japan,Services,Unemployment,2015,9483.01
Japan,Services,Unemployment,2016,9143.88
Japan,Services,Unemployment,2017,2164.9
Japan,Services,Unemployment,2018,6555.17
Japan,Services,Unemployment,2019,3181.13
Japan,Services,Unemployment,2020,1135.25
Japan,Services,Unemployment,2021,
Japan,Services,Unemployment,2022,2371.8
Japan,Services,Unemployment ,2023,9000.15
Japan,Services,Export Value,2015,701.3
Japan,Services,Export Value,2016,9096.6
Japan,Services,Export Value,2017,3448.17
Japan,Services,Export Value,2018,8646.64
Japan,Services,Export Value,2019,280.86
Japan,Services,Export Value,2020,6399.92
Japan,Services,Export Value,2021,7160.04
Japan,Services,Export Value,2022,3155.48
Japan,Services,Export Value,2023,8076.07
Japan,Services,Import Value,2015,5199.94
Japan,Services,Import Value,2016,7754.52
Japan,Services,Import Value,2017,216.6
Japan,Services,Import Value,2018,3073.81
Japan,Services,Import Value,2019,4101.8
Japan,Services,Import Value,2020,
Japan,Services,Import Value,2021,2752.28
Japan,Services,Import Value ,2022,2109.62
Japan,Services,Import Value,2023,5281.07
Japan,Technology,GDP,2015,310.31
Japan,Technology,GDP,2016,1439.56
Japan,Technology,GDP,2017,8727.12
Japan,Technology,GDP,2018,2036.53
Japan,Technology,GDP,2019,
Japan,Technology,GDP,2020,6826.1
Japan,Technology,GDP,2021,3366.98
Japan,Technology,GDP,2022,
Japan,Technology,GDP,2023,9692.07
Japan,Technology,Inflation,2015,14.0
Japan,Technology,Inflation,2016,14.98
Japan,Technology,Inflation,2017,12.53
Japan,Technology,Inflation,2018,6.01
Japan,Technology,Inflation,2019,7.62
Japan,Technology,Inflation,2020,14.04
Japan,Technology,Inflation,2021,11.04
Japan,Technology,Inflation,2022,5.39
Japan,Technology,Inflation,2023,14.41
Japan,technology,Unemployment,2015,8162.54
Japan,Technology,Unemployment,2016,6331.19
Japan,Technology,Unemployment,2017,7509.85
Japan,Technology,Unemployment,2018,6693.63
Japan,Technology,Unemployment,2019,2592.09
Japan,Technology,Unemployment,2020,4269.57
Japan,Technology,Unemployment,2021,672.79
Japan,Technology,Unemployment,2022,2379.81
Japan,Technology,Unemployment,2023,9854.23
Japan,Technology,Export Value,2015,7976.79
Japan,Technology,Export Value,2016,8724.18
Japan,Technology,Export Value,2017,4547.68
Japan,Technology,Export Value,2018,1594.52
Japan,Technology,Export Value,2019,4741.23
Japan,Technology,Export Value,2020,7021.62
Japan,Technology,Export Value,2021,9113.13
Japan,Technology,Export Value,2022,8090.11
Japan,Technology,Export Value,2023,4779.2
Japan,Technology,Import Value,2015,8006.32
Japan,Technology,Import Value,2016,3103.61
Japan,Technology,Import Value,2017,9643.32
Japan,Technology,Import Value,2018,
Japan,Technology,Import Value,2019,5526.89
Japan,Technology,Import Value,2020,3154.29
Japan,Technology,Import Value,2021,3171.14
Japan,Technology,Import Value,2022,9555.92
Japan,Technology,Import Value,2023,6533.25
Japan,Energy,GDP,2015,904.51
Japan,Energy,GDP,2016,7466.24
Japan,Energy,GDP,2017,9268.7
Japan,Energy,GDP,2018,2713.0
Japan,Energy,GDP,2019,4675.85
Japan,Energy,GDP,2020,3385.19
Japan,Energy,GDP,2021,4544.1
Japan,Energy,GDP,2022,1713.86
Japan,Energy,GDP,2023,3209.31
Japan,Energy,Inflation,2015,14.55
Japan,Energy,Inflation,2016,1.93
Japan,Energy,Inflation,2017,14.89
Japan,Energy,Inflation,2018,12.23
Japan,Energy,Inflation,2019,0.52
Japan,Energy,Inflation,2020,9.06
Japan,Energy,Inflation,2021,4.45
Japan,Energy,Inflation,2022,2.1
Japan,Energy,Inflation,2023,2.73
Japan,Energy,Unemployment,2015,5125.42
Japan,Energy,Unemployment,2016,8381.5
Japan,Energy,Unemployment,2017,7829.67
Japan,Energy,Unemployment,2018,7280.87
Japan,Energy,Unemployment,2019,4156.41
Japan,Energy,Unemployment,2020,5370.32
Japan,Energy,Unemployment,2021,9216.79
Japan,Energy,Unemployment,2022,8479.29
Japan,Energy,Unemployment,2023,3845.63
Japan,Energy,Export Value,2015,7980.96
Japan,Energy,Export Value,2016,4529.69
Japan,Energy,Export Value,2017,2565.2
Japan,Energy,Export Value,2018,6345.35
Japan,Energy,Export Value,2019,9159.82
Japan,Energy,Export Value,2020,9178.98
Japan,Energy,Export Value,2021,8528.43
Japan,Energy,Export Value,2022,5470.26
Japan,Energy,Export Value,2023,1275.78
Japan,Energy,Import Value,2015,1076.64
Japan,Energy,Import Value ,2016,4790.01
Japan,Energy,Import Value,2017,
Japan,Energy,Import Value,2018,7967.4
Japan,Energy,Import Value,2019,2115.99
Japan,Energy,Import Value,2020,7195.01
Japan,Energy,Import Value,2021,2569.85
Japan,Energy,Import Value,2022,6460.51
Japan,Energy,Import Value,2023,8244.63
South Africa,Agriculture,GDP,2015,9975.91
South Africa,Agriculture,GDP,2016,9937.33
South Africa,Agriculture,GDP,2017,1787.98
